"start";"end";"deviceid";"1- Onde o sr.(a) reside (mora)?";"1.1- Estado:";"1.1- País:";"2- Sexo:";"3- Qual a sua faixa etária?";"4- Qual sua escolaridade?";"5- Qual sua profissão? (ocupação principal)*";"6- Qual moeda você recebe seus rendimentos?";"6.1- Faixa de renda?";"6.1- Valor mensal/anual:";"7- Qual seu estado civil?";"8- Qual sua orientação sexual?";"9- Com quem está viajando?";"10- Com quantas pessoas está viajando?";"11- Quanto tempo passou ou está programado para passar nessa cidade?";"11.1- Quantos dias?";"11.1- Quantos meses?";"12- Qual meio de transporte você utilizou para chegar até este destino?";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus de linha";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus fretado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro alugado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião Fretado (charter)";"12- Qual meio de transporte você utilizou para chegar até este destino?/Outros";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro próprio";"12- Qual meio de transporte você utilizou para chegar até este destino?/Moto";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transfer/receptivo";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transporte coletivo/van";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião";"12.1- Qual?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Outros";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro alugado";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Buggy";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro/moto própria";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Moto táxi";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Quadriciclo";"13.1- Quais?";"14- Qual o meio de hospedagem utilizado?";"15- Qual foi o motivo/ atrativo da sua viagem?";"15.1- Quais?";"16- Qual foi a influência para sua escolha por essa cidadel?";"16.1- Qual?";"17- Como organizou a viagem?";"17.1- Quais?";"18- Você usou algum serviço especializado em informações turísticas?";"18.1- Onde?";"19- Você utilizou algum serviço de guia ou acompanhante de turismo?";"19.1- Para quais serviços?";"19.1- Para quais serviços?/Concierge";"19.1- Para quais serviços?/Passeios de buggy";"19.1- Para quais serviços?/Outros";"19.1- Para quais serviços?/Passeios em atrativos turísticos";"19.1- Para quais serviços?/City tour/receptivo";"19.2- Quais?";"20- Você fez algum passeio?";"20.1- Quais?";"20.1- Quais?/Outros";"20.1- Quais?/Jardineira";"20.1- Quais?/Catamarã/lancha";"20.1- Quais?/Buggy";"20.1- Quais?/Quatriciclo";"20.1- Quais?/Pau de arara";"20.2- Quais?";"20.3- Como ficou sabendo do passeio?";"Condições do transporte";"Condutor/guia";"Roteiro do passeio";"Preço do passeio";"20.1- Por quê?";"21- Quais os atrativos visitados?";"21- Quais os atrativos visitados?/Santuario ecológico";"21- Quais os atrativos visitados?/Nenhum";"21- Quais os atrativos visitados?/Praias";"21- Quais os atrativos visitados?/Mirantes";"21- Quais os atrativos visitados?/Outros";"21- Quais os atrativos visitados?/Chapadão";"21- Quais os atrativos visitados?/Fazenda do camarão";"21- Quais os atrativos visitados?/Lagoa Guaraira";"21- Quais os atrativos visitados?/Projeto Tamar";"22- Viajou para outros municípios ou localidades do RN? Quais?";"22.1- Quais?";"23- É sua primeira vez nessa cidade?";"24- Retornaria a essa cidade?";"24.1- Por quê?";"25- Recomendaria a cidade aos amigos?";"Hospedagem";"Alimentação";"Transporte";"Passeios e lazer";"Compras";"Outros";"27- Como avalia os preços dos bens e serviços adquiridos nesta localidade?";"28- Qualifique os itens abaixo, em uma escala de 1 a 5 para os seguintes quesitos nesta localidade, quanto à:";"Atrativos naturais";"Patrimônio cultural";"Manifestações culturais";"Equipamentos de lazer";"Passeios diversos";"Serviços de receptivo";"Informações turísticas";"Guias de turismo";"Meios de hospedagem";"Locadora de veículos";"Restaurantes/bares";"Locadora de veículos";"Compras/comércio";"Diversões noturnas";"Acolhida do povo";"Atendimento dos serviços";"Acessibilidade";"Comunicações";"Sinalização urbana e turística";"Limpeza pública";"Segurança pública";"Transporte público";"Táxi/ Uber/ Transfer";"Rodoviária";"Aeroporto (acesso)";"Aeroporto (estrutura)";"Nome";"Identificação (Companhia/vôo, ônibus/linha ou placa do veículo)";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2016-12-23T23:35:43.143-02";"2016-12-23T23:47:40.091-02";"866523028526329";"Brasileiro";"CE";"";"Masculino";"26 a 35 anos";"Médio Completo";"Empresário";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"10";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Flat/ apart-hotel";"Esportivo";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Lagoa Guaraira Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"1";"1";"Sim";"Sibauma e tibau";"Não";"Sim";"Belezas naturais e pelas ondad";"Sim";"1800";"1000";"800";"";"150";"";"Normais";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Gutierres";"Pipa centro";"vHZpya9YwWnPpMmMnrYA6m";"5529593";"1bd3c6f1-501a-45d3-8dba-bcd0885bfc85";"2016-12-24T03:00:02";"181"
"2016-12-23T23:47:46.123-02";"2016-12-24T00:00:02.205-02";"866523028526329";"Brasileiro";"CE";"";"Feminino";"26 a 35 anos";"Superior";"Do lar";"Real";"";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"10";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Flat/ apart-hotel";"Outros";"Descansar";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Lagoa Guaraira Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"1";"1";"Sim";"Sibauma e tibau";"Não";"Sim";"Tranquilidade";"Sim";"1800";"1000";"800";"";"200";"";"Elevados";"";"5";"4";"?";"4";"5";"?";"?";"?";"5";"?";"4";"?";"4";"?";"3";"3";"3";"4";"5";"3";"3";"?";"?";"?";"?";"?";"Brenda";"Pipa centro";"vHZpya9YwWnPpMmMnrYA6m";"5529594";"6e41e37c-d857-40e5-bfa1-0620ddaa5cc3";"2016-12-24T03:00:03";"182"
"2016-12-26T11:19:59.618-02";"2016-12-27T00:30:00.663-02";"866523028526139";"Brasileiro";"PB";"";"Masculino";"36 a 50 anos";"Médio Incompleto";"Comércio";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Meses";"";"1";"Ônibus de linha Transporte coletivo/van";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé, bike";"Hostel/Albergue";"Trabalho";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Porque gostei,";"Sim";"750";"900";"0";"0";"3";"";"Elevados";"";"5";"3";"5";"5";"?";"?";"?";"?";"5";"?";"5";"?";"3";"5";"5";"5";"?";"5";"4";"4";"5";"5";"?";"?";"?";"?";"Antônio";"Hostel cultural";"vHZpya9YwWnPpMmMnrYA6m";"5567811";"7b78438e-757e-4f66-be32-6b9f0212da45";"2016-12-27T03:43:43";"183"
"2016-12-26T20:37:44.204-02";"2016-12-27T00:31:35.780-02";"866523028526139";"Estrangeiro";"";"Agentino";"Masculino";"36 a 50 anos";"Superior";"Outros";"Outros";"";"264000";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"8";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Pousada/chalés";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias Chapadão Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"0";"1";"Sim";"Baia formosa";"Sim";"Sim";"Pela tranquilidade";"Sim";"1000";"1600";"5000";"30";"300";"";"Normais";"";"5";"3";"3";"5";"5";"?";"?";"?";"5";"5";"5";"5";"4";"3";"5";"5";"?";"1";"5";"5";"4";"?";"?";"?";"5";"5";"Jorge";"Talassa";"vHZpya9YwWnPpMmMnrYA6m";"5567812";"2c4004d5-a3c6-4661-8dec-1af8b9213a14";"2016-12-27T03:43:44";"184"
"2016-12-26T21:32:18.907-02";"2016-12-26T21:40:39.756-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"18 a 25 anos";"Superior";"Outros";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Família";"Grupos";"Dias";"4";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de veraneio";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Guia turístico/folders";"4";"5";"5";"4";"";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Tranquilidade";"Sim";"0";"0";"0";"25";"30";"";"Normais";"";"5";"4";"4";"4";"5";"?";"4";"4";"4";"?";"5";"?";"5";"5";"5";"5";"3";"3";"4";"5";"5";"?";"?";"?";"?";"?";"Jessica";"Oasis";"vHZpya9YwWnPpMmMnrYA6m";"5567813";"750dc3a7-3c63-44bc-8d52-3e1b2bc5323b";"2016-12-27T03:43:44";"185"
"2016-12-26T21:40:44.027-02";"2016-12-27T00:31:43.540-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"18 a 25 anos";"Superior Incompleto";"Estudante";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Família";"Grupos";"Dias";"4";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Casa de veraneio";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Guia turístico/folders";"4";"5";"4";"4";"";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Sim";"Sim";"Hospitalidade, ambientes, atrativos, tranquilidade";"Sim";"";"13";"";"";"30";"";"Normais";"";"5";"3";"3";"4";"4";"4";"4";"4";"4";"?";"5";"?";"4";"5";"4";"4";"2";"2";"3";"4";"4";"?";"?";"?";"?";"?";"Júlia";"Galeria Oasis";"vHZpya9YwWnPpMmMnrYA6m";"5567814";"caf323b4-d843-47be-ac10-c8f8dd6c3da8";"2016-12-27T03:43:45";"186"
"2016-12-26T21:50:50.435-02";"2016-12-26T22:10:38.954-02";"866523028526139";"Brasileiro";"PE";"";"Feminino";"26 a 35 anos";"Pós-Graduação";"Autônomo";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Pousada/chalés";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Nenhum";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Sim";"Natal";"Sim";"Sim";"Divertido";"Sim";"300";"0";"0";"0";"0";"";"Normais";"";"5";"?";"?";"5";"?";"5";"5";"?";"4";"?";"5";"";"?";"5";"5";"5";"4";"5";"5";"4";"4";"?";"?";"?";"?";"?";"Teresa";"Paraíso das tartarugas";"vHZpya9YwWnPpMmMnrYA6m";"5567815";"47b6996a-5524-444f-b7b2-05bd054bb148";"2016-12-27T03:43:46";"187"
"2016-12-26T21:59:19.946-02";"2016-12-26T22:11:10.669-02";"866523028526139";"Brasileiro";"MG";"";"Masculino";"36 a 50 anos";"Pós-Graduação";"Autônomo";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"5";"";"Avião Transporte coletivo/van";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pe";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Tranquilidade";"Sim";"850";"1500";"0";"300";"400";"";"Normais";"";"5";"?";"?";"5";"5";"5";"5";"?";"5";"?";"5";"";"5";"5";"5";"5";"5";"5";"5";"5";"4";"?";"1";"?";"5";"5";"Eder";"Sun bay";"vHZpya9YwWnPpMmMnrYA6m";"5567816";"aae32282-76fa-421e-a6e5-1ad6cb16b98f";"2016-12-27T03:43:46";"188"
"2016-12-26T22:16:47.448-02";"2016-12-27T00:30:26.858-02";"866523028526139";"Brasileiro";"PB";"";"Masculino";"18 a 25 anos";"Superior Incompleto";"Outros";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"05- cinco";"Dias";"4";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias Mirantes";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"É muito legal";"Sim";"0";"300";"120";"0";"0";"";"Normais";"";"5";"4";"4";"5";"5";"5";"?";"?";"5";"?";"5";"?";"?";"4";"4";"5";"2";"2";"3";"3";"2";"?";"?";"?";"?";"?";"Luan";"Rua";"vHZpya9YwWnPpMmMnrYA6m";"5567817";"2c3ec84c-d45a-46a7-84bc-76be651bbeae";"2016-12-27T03:43:47";"189"
"2016-12-26T22:29:38.210-02";"2016-12-27T00:30:37.538-02";"866523028526139";"Brasileiro";"RN";"";"Feminino";"36 a 50 anos";"Superior";"Funcionário público";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"04- quatro";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Flat/ apart-hotel";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Motivação de viagem";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Eu amo ,qualidades de vida, aposentar e vir mora aqui,";"Sim";"600";"400";"0";"0";"100";"";"Normais";"";"5";"4";"4";"5";"5";"5";"4";"?";"5";"?";"5";"?";"5";"3";"";"5";"1";"3";"5";"2";"2";"?";"?";"?";"1";"1";"Marilia";"Pipa atlântico - flat próprio";"vHZpya9YwWnPpMmMnrYA6m";"5567818";"3a6f8aa9-cfc7-4036-a5a6-7186e1a8394c";"2016-12-27T03:43:47";"190"
"2016-12-26T23:04:12.368-02";"2016-12-27T00:30:44.785-02";"866523028526139";"Brasileiro";"RN";"";"Feminino";"51 a 65 anos";"Superior Incompleto";"Autônomo";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Família";"04- quatro";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Casa de parentes/Amigos";"Outros";"Descascar";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Outros";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Astral bom, gosta da noite ver as lojas, mas é caro";"Sim";"0";"0";"0";"0";"200";"";"Elevados";"";"5";"?";"5";"?";"?";"5";"?";"?";"5";"?";"5";"?";"4";"4";"5";"5";"1";"3";"?";"4";"2";"?";"?";"?";"1";"1";"Lucia";"Pipa Atlântico";"vHZpya9YwWnPpMmMnrYA6m";"5567819";"e7acc38f-945d-4d76-b619-21e88099865f";"2016-12-27T03:43:48";"191"
"2016-12-26T23:21:35.881-02";"2016-12-26T23:52:23.777-02";"866523028526139";"Brasileiro";"PB";"";"Masculino";"26 a 35 anos";"Pós-Graduação";"Professor";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"Grupos";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Flat/ apart-hotel";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Sim";"Book";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"Acolhedor";"Sim";"550";"400";"200";"";"";"";"Normais";"";"4";"2";"2";"4";"4";"4";"3";"3";"4";"2";"5";"";"4";"5";"";"?";"3";"4";"4";"4";"5";"?";"?";"?";"?";"?";"Tarsus";"Condom. Solar da pipa";"vHZpya9YwWnPpMmMnrYA6m";"5567820";"782752e8-9e4b-4ada-bf15-8b07d548e7ac";"2016-12-27T03:43:49";"192"
"2016-12-26T23:53:51.475-02";"2016-12-27T00:30:54.334-02";"866523028526139";"Brasileiro";"CE";"";"Masculino";"26 a 35 anos";"Superior";"Professor";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"03- três";"Dias";"7";"";"Ônibus fretado";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Taxi";"Casa de veraneio";"Sol e praia";"";"Comentários";"";"Consultor de viagens";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Quatriciclo";"0";"0";"0";"0";"1";"0";"";"Propaganda";"";"";"";"";"";"Praias Mirantes";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Diferenciado, atrativo, varias culturas";"Sim";"720";"400";"0";"500";"200";"";"Normais";"";"4";"2";"2";"3";"4";"5";"?";"?";"3";"?";"4";"";"3";"5";"4";"5";"3";"1";"4";"5";"2";"?";"3";"?";"?";"?";"José Erton";"Cantinho do crepe - casa dos milionários";"vHZpya9YwWnPpMmMnrYA6m";"5567821";"09cbc44c-f3bf-4354-9f76-af0542c93ee2";"2016-12-27T03:43:50";"193"
"2016-12-27T00:15:12.811-02";"2016-12-27T00:31:04.171-02";"866523028526139";"Brasileiro";"PA";"";"Feminino";"36 a 50 anos";"Pós-Graduação";"Outros";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"7";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias Chapadão Mirantes";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"Adoro o  sol e praias, moro em um lugar muito frio, tranquilidade";"Sim";"1000";"900";"";"";"200";"";"Normais";"";"5";"1";"2";"?";"5";"?";"?";"?";"4";"?";"5";"";"4";"5";"5";"5";"1";"2";"4";"4";"2";"?";"?";"?";"2";"2";"Miranda";"Enfrente galeria Oasis";"vHZpya9YwWnPpMmMnrYA6m";"5567822";"b6703fb8-eb42-4189-8430-5baeaffc80bc";"2016-12-27T03:43:50";"194"
"2016-12-25T19:05:08.787-02";"2016-12-27T18:19:55.340-02";"866523028526360";"Brasileiro";"RN";"";"Masculino";"18 a 25 anos";"Superior Incompleto";"Autônomo";"Real";"R$1.801,00 a R$3.500,00";"";"União Estável";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"4";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Camping";"Aventura e natureza";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Buggy";"0";"0";"0";"1";"0";"0";"";"Indicação de parentes/amigos";"5";"5";"5";"5";"";"Praias Chapadão Fazenda do camarão Lagoa Guaraira";"0";"0";"1";"0";"0";"1";"1";"1";"0";"Sim";"Muitos";"Não";"Sim";"Praia mais agitada do rn";"Sim";"120";"200";"150";"200";"0";"0";"Normais";"";"5";"4";"3";"5";"5";"?";"5";"?";"3";"?";"5";"?";"5";"5";"4";"4";"2";"4";"2";"2";"1";"1";"?";"?";"1";"4";"Dimitri";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5588868";"7261c9e5-144e-4d1a-8631-563416fe413d";"2016-12-27T21:21:44";"195"
"2016-12-25T19:44:24.318-02";"2016-12-27T18:20:01.708-02";"866523028526360";"Brasileiro";"SP";"";"Masculino";"36 a 50 anos";"Superior";"Professor";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"6";"";"Avião";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pe";"Pousada/chalés";"Lua de mel/ casamento";"";"Internet";"";"Sozinho/internet";"";"Sim";"Em são paulo";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha Quatriciclo";"0";"0";"1";"0";"1";"0";"";"Guia turístico/folders";"4";"5";"4";"4";"";"Praias Fazenda do camarão Lagoa Guaraira";"0";"0";"1";"0";"0";"0";"1";"1";"0";"Não";"";"Sim";"Sim";"Ficar mais dias";"Sim";"900";"800";"3000";"360";"400";"0";"Normais";"";"5";"4";"4";"5";"5";"4";"4";"4";"5";"?";"5";"?";"5";"5";"5";"5";"2";"4";"2";"2";"2";"?";"3";"?";"2";"4";"Waldemar";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5588869";"59319b3a-e2cd-466c-934e-7bccaa948a48";"2016-12-27T21:21:45";"196"
"2016-12-25T19:58:47.936-02";"2016-12-27T18:20:08.061-02";"866523028526360";"Brasileiro";"PE";"";"Feminino";"18 a 25 anos";"Superior Incompleto";"Estudante";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"03- três";"Dias";"10";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria Outros";"1";"0";"0";"1";"0";"0";"A pé";"Casa de parentes/Amigos";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias Chapadão Mirantes Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"0";"0";"Sim";"Natal";"Não";"Sim";"Muita gente bonita";"Sim";"0";"250";"60";"150";"300";"0";"Normais";"";"5";"3";"2";"4";"5";"?";"5";"?";"5";"?";"5";"?";"4";"5";"5";"5";"1";"4";"2";"2";"1";"?";"?";"?";"?";"?";"Gisella";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5588870";"dc90b582-72e2-4eea-8cbf-050db48dba1b";"2016-12-27T21:21:46";"197"
"2016-12-25T20:06:07.902-02";"2016-12-27T18:20:14.039-02";"866523028526360";"Brasileiro";"ES";"";"Masculino";"18 a 25 anos";"Médio Completo";"Comércio";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"12";"";"Avião";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pe";"Camping";"Aventura e natureza";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Mirantes";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Sim";"Natal";"Sim";"Sim";"Belezas naturais";"Sim";"";"";"";"";"";"";"Elevados";"";"5";"4";"4";"4";"?";"?";"?";"?";"4";"?";"4";"?";"4";"5";"5";"4";"4";"4";"3";"1";"1";"?";"?";"?";"1";"5";"Gustavo roots";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5588871";"0efe738c-74b5-49c6-a455-3bc5335df6be";"2016-12-27T21:21:46";"198"
"2016-12-26T00:03:33.015-02";"2016-12-27T18:20:21.227-02";"866523028526360";"Brasileiro";"BA";"";"Feminino";"26 a 35 anos";"Superior";"Autônomo";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"6";"";"Ônibus fretado";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pe";"Hotel/resort";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Sim";"Em salvador";"Não";"";"";"";"";"";"";"";"Sim";"Jardineira";"0";"1";"0";"0";"0";"0";"";"Indicação de parentes/amigos";"3";"4";"5";"4";"";"Praias Chapadão Fazenda do camarão Santuario ecológico";"1";"0";"1";"0";"0";"1";"1";"0";"0";"Sim";"Natal";"Sim";"Sim";"Pequeno e bonito";"Sim";"700";"500";"600";"75";"";"";"Normais";"";"5";"5";"4";"5";"5";"?";"5";"?";"5";"?";"5";"?";"5";"5";"5";"4";"2";"4";"2";"2";"2";"2";"?";"3";"?";"?";"Eunice";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5588872";"ac949be8-1ff4-490f-976b-642452edb315";"2016-12-27T21:21:47";"199"
